"ncbi_gene_id","ensembl_gene_id"
"ADAM11","ENSTGUG00000020516"
"LOC115492268","ENSTGUG00000020517"
"LOC115491282","ENSTGUG00000020518"
"LOC115496182","ENSTGUG00000020519"
"CCDC32","ENSTGUG00000020522"
"CD84","ENSTGUG00000020523"
"LOC115498164","ENSTGUG00000020524"
"TRIM65","ENSTGUG00000020525"
"FAM20B","ENSTGUG00000020527"
"TIMMDC1","ENSTGUG00000020528"
"PRUNE2","ENSTGUG00000020535"
"LOC115492079","ENSTGUG00000020537"
"LOC100221534","ENSTGUG00000020538"
"LOC115496476","ENSTGUG00000020542"
"SHROOM4","ENSTGUG00000020543"
"LOC115491532","ENSTGUG00000020545"
"PKIG","ENSTGUG00000020548"
"LOC115497454","ENSTGUG00000020552"
"MIOX","ENSTGUG00000020556"
"LOC100228004","ENSTGUG00000020557"
"SLC25A42","ENSTGUG00000020561"
"DPM3","ENSTGUG00000020567"
"LOC115496085","ENSTGUG00000020568"
"RAB30","ENSTGUG00000020570"
"SMAGP","ENSTGUG00000020571"
"LOC115491236","ENSTGUG00000020572"
"LOC115496532","ENSTGUG00000020575"
"TUSC2","ENSTGUG00000020577"
"LOC115496521","ENSTGUG00000020578"
"APEX1","ENSTGUG00000020579"
"SELPLG","ENSTGUG00000020580"
"LOC100218724","ENSTGUG00000020581"
"LOC100217673","ENSTGUG00000020583"
"LOC115491955","ENSTGUG00000020586"
"FBXO32","ENSTGUG00000020587"
"LOC100230821","ENSTGUG00000020592"
"LOC115492369","ENSTGUG00000020593"
"LOC115496506","ENSTGUG00000020595"
"LOC100219442","ENSTGUG00000020598"
"LOC115495384","ENSTGUG00000020602"
"TPRKB","ENSTGUG00000020604"
"LWS","ENSTGUG00000020605"
"LOC115491405","ENSTGUG00000020607"
"GADD45GIP1","ENSTGUG00000020610"
"LOC115497994","ENSTGUG00000020612"
"LOC115493117","ENSTGUG00000020622"
"ABHD17C","ENSTGUG00000020626"
"LOC115496007","ENSTGUG00000020627"
"GRPEL1","ENSTGUG00000020628"
"LOC115493309","ENSTGUG00000020629"
"POLR3GL","ENSTGUG00000020632"
"VPS52","ENSTGUG00000020633"
"AICDA","ENSTGUG00000020635"
"CHAMP1","ENSTGUG00000020637"
"TNFSF4","ENSTGUG00000020638"
"FOXD1","ENSTGUG00000020640"
"RRS1","ENSTGUG00000020641"
"ZBTB7B","ENSTGUG00000020643"
"STAC3","ENSTGUG00000020646"
"RTF2","ENSTGUG00000020647"
"LOC100224928","ENSTGUG00000020648"
"UCN3","ENSTGUG00000020653"
"CNKSR1","ENSTGUG00000020656"
"SLX4IP","ENSTGUG00000020657"
"LOC100227745","ENSTGUG00000020659"
"ADIPOQ","ENSTGUG00000020663"
"NFIX","ENSTGUG00000020664"
"DUSP26","ENSTGUG00000020669"
"LOC115494378","ENSTGUG00000020672"
"TMEM158","ENSTGUG00000020675"
"LOC105758849","ENSTGUG00000020676"
"LOC115492256","ENSTGUG00000020677"
"WDR53","ENSTGUG00000020679"
"LRATD2","ENSTGUG00000020681"
"LOC115498413","ENSTGUG00000020684"
"LOC115495158","ENSTGUG00000020686"
"NKX2-8","ENSTGUG00000020687"
"LOC115494435","ENSTGUG00000020689"
"GABRB2","ENSTGUG00000020690"
"LOC115492301","ENSTGUG00000020692"
"IGFBP2","ENSTGUG00000020693"
"AQP10","ENSTGUG00000020695"
"LOC115497509","ENSTGUG00000020696"
"RGS21","ENSTGUG00000020697"
"LOC115496918","ENSTGUG00000020700"
"HTR2C","ENSTGUG00000020701"
"CLIC6","ENSTGUG00000020702"
"EXPH5","ENSTGUG00000020705"
"STAT2","ENSTGUG00000020708"
"TFDP2","ENSTGUG00000020710"
"KEAP1","ENSTGUG00000020711"
"ILDR1","ENSTGUG00000020714"
"LOC115491151","ENSTGUG00000020715"
"LOC115498070","ENSTGUG00000020717"
"RNF135","ENSTGUG00000020718"
"RABGGTA","ENSTGUG00000020721"
"SLC39A3","ENSTGUG00000020723"
"GLA","ENSTGUG00000020724"
"LOC115492477","ENSTGUG00000020729"
"DDIT3","ENSTGUG00000020731"
"COPS7B","ENSTGUG00000020732"
"LOC115494383","ENSTGUG00000020735"
"TRAF4","ENSTGUG00000020738"
"CDH15","ENSTGUG00000020739"
"LOC115492984","ENSTGUG00000020741"
"LOC105760050","ENSTGUG00000020742"
"PODXL","ENSTGUG00000020743"
"LOC115495406","ENSTGUG00000020745"
"PPP1R14C","ENSTGUG00000020746"
"LOC100219971","ENSTGUG00000020749"
"LOC115492044","ENSTGUG00000020752"
"LOC100221708","ENSTGUG00000020753"
"CCDC92B","ENSTGUG00000020754"
"GALNT4","ENSTGUG00000020755"
"PRRT1","ENSTGUG00000020756"
"LOC115491197","ENSTGUG00000020757"
"LOC115493353","ENSTGUG00000020759"
"LOC115491490","ENSTGUG00000020762"
"PPM1L","ENSTGUG00000020763"
"LOC115497190","ENSTGUG00000020767"
"LOC105758853","ENSTGUG00000020773"
"RPL6","ENSTGUG00000020774"
"LOC115491530","ENSTGUG00000020778"
"DAXX","ENSTGUG00000020780"
"LOC115498127","ENSTGUG00000020781"
"LOC115492015","ENSTGUG00000020782"
"NPM2","ENSTGUG00000020784"
"ALPK2","ENSTGUG00000020786"
"LOC115494691","ENSTGUG00000020788"
"SAMD10","ENSTGUG00000020790"
"LOC115494181","ENSTGUG00000020791"
"ATP1A3","ENSTGUG00000020792"
"NR6A1","ENSTGUG00000020793"
"HIGD2A","ENSTGUG00000020794"
"LOC101233539","ENSTGUG00000020795"
"CCDC36","ENSTGUG00000020796"
"LOC115491395","ENSTGUG00000020797"
"HSPE1","ENSTGUG00000020798"
"C4H4orf19","ENSTGUG00000020799"
"RING1","ENSTGUG00000020800"
"LOC115495492","ENSTGUG00000020802"
"BRCC3","ENSTGUG00000020804"
"C1QL2","ENSTGUG00000020805"
"LOC100225641","ENSTGUG00000020808"
"PRLH","ENSTGUG00000020810"
"AANAT","ENSTGUG00000020812"
"LOC100229350","ENSTGUG00000020814"
"CNN1","ENSTGUG00000020817"
"LOC115495845","ENSTGUG00000020821"
"LOC115498150","ENSTGUG00000020822"
"LANCL2","ENSTGUG00000020824"
"LOC115497613","ENSTGUG00000020825"
"LOC101233166","ENSTGUG00000020826"
"RCAN1","ENSTGUG00000020828"
"PRKAG1","ENSTGUG00000020829"
"RYBP","ENSTGUG00000020831"
"LOC115494064","ENSTGUG00000020832"
"LOC115491427","ENSTGUG00000020834"
"TNFRSF8","ENSTGUG00000020836"
"ZC2HC1C","ENSTGUG00000020837"
"BCORL1","ENSTGUG00000020838"
"STAP2","ENSTGUG00000020839"
"ACTL6B","ENSTGUG00000020841"
"LOC100225100","ENSTGUG00000020842"
"HEXIM1","ENSTGUG00000020843"
"LOC115496690","ENSTGUG00000020847"
"NHSL2","ENSTGUG00000020851"
"MICAL3","ENSTGUG00000020852"
"NR2C2AP","ENSTGUG00000020853"
"ARL11","ENSTGUG00000020855"
"LOC115490529","ENSTGUG00000020856"
"LOC115492928","ENSTGUG00000020858"
"LOC115491836","ENSTGUG00000020863"
"LOC115493311","ENSTGUG00000020866"
"LOC100228108","ENSTGUG00000020867"
"LOC115494034","ENSTGUG00000020868"
"UBA1","ENSTGUG00000020872"
"PHLDA2","ENSTGUG00000020873"
"LRRC26","ENSTGUG00000020876"
"BRD4","ENSTGUG00000020878"
"FKBPL","ENSTGUG00000020879"
"LOC101234008","ENSTGUG00000020880"
"PYURF","ENSTGUG00000020882"
"DNMT3A","ENSTGUG00000020883"
"RIOK1","ENSTGUG00000020885"
"BLOC1S3","ENSTGUG00000020890"
"SNRPB2","ENSTGUG00000020896"
"SLC16A8","ENSTGUG00000020900"
"LOC115494270","ENSTGUG00000020902"
"HSD3B7","ENSTGUG00000020903"
"SLC35A3","ENSTGUG00000020904"
"LOC115498313","ENSTGUG00000020905"
"LOC115493139","ENSTGUG00000020906"
"LOC105758954","ENSTGUG00000020908"
"ABCB8","ENSTGUG00000020909"
"LOC115498600","ENSTGUG00000020910"
"LOC100218920","ENSTGUG00000020911"
"AVPR1A","ENSTGUG00000020915"
"LOC115492113","ENSTGUG00000020916"
"DUPD1","ENSTGUG00000020917"
"LOC115493349","ENSTGUG00000020918"
"AASDHPPT","ENSTGUG00000020920"
"KLRG1","ENSTGUG00000020922"
"SDC3","ENSTGUG00000020924"
"TBX3","ENSTGUG00000020925"
"ATP1A1","ENSTGUG00000020927"
"CENPM","ENSTGUG00000020931"
"LBHD2","ENSTGUG00000020932"
"TMEM59L","ENSTGUG00000020934"
"LOC115495163","ENSTGUG00000020939"
"CCDC43","ENSTGUG00000020940"
"TESPA1","ENSTGUG00000020941"
"RNF31","ENSTGUG00000020942"
"YAF2","ENSTGUG00000020945"
"LOC115496619","ENSTGUG00000020946"
"LOC115496667","ENSTGUG00000020947"
"BCL2L13","ENSTGUG00000020949"
"LOC115498138","ENSTGUG00000020953"
"BRS3","ENSTGUG00000020954"
"KCTD7","ENSTGUG00000020956"
"LOC115495151","ENSTGUG00000020958"
"LOC100225027","ENSTGUG00000020960"
"LOC115492576","ENSTGUG00000020961"
"LOC105760521","ENSTGUG00000020962"
"TIMM13","ENSTGUG00000020964"
"NKX2-5","ENSTGUG00000020969"
"LOC115495188","ENSTGUG00000020970"
"NAGK","ENSTGUG00000020972"
"TSN","ENSTGUG00000020974"
"SNN","ENSTGUG00000020978"
"LOC100225898","ENSTGUG00000020980"
"RAB15","ENSTGUG00000020981"
"PPP1R12C","ENSTGUG00000020983"
"LOC115491844","ENSTGUG00000020986"
"LOC115494675","ENSTGUG00000020990"
"CAVIN2","ENSTGUG00000020992"
"LOC100222819","ENSTGUG00000020993"
"TMEM97","ENSTGUG00000020994"
"TMEM9B","ENSTGUG00000020995"
"SUPT16H","ENSTGUG00000020996"
"LOC115495281","ENSTGUG00000020997"
"LOC115490702","ENSTGUG00000020998"
"LOC115491566","ENSTGUG00000020999"
"TIMM29","ENSTGUG00000021000"
"LOC100227160","ENSTGUG00000021003"
"LOC100225969","ENSTGUG00000021004"
"APLN","ENSTGUG00000021007"
"LOC115495638","ENSTGUG00000021009"
"PRKCSH","ENSTGUG00000021012"
"SLCO4C1","ENSTGUG00000021013"
"C1AH12orf40","ENSTGUG00000021015"
"LOC115492029","ENSTGUG00000021018"
"TMEM220","ENSTGUG00000021019"
"JAM2","ENSTGUG00000021020"
"GNB4","ENSTGUG00000021021"
"RNF215","ENSTGUG00000021023"
"ZFP36L2","ENSTGUG00000021024"
"LOC115492471","ENSTGUG00000021025"
"GRINA","ENSTGUG00000021030"
"LOC115495819","ENSTGUG00000021032"
"GNG5","ENSTGUG00000021033"
"LNPK","ENSTGUG00000021038"
"IFT27","ENSTGUG00000021039"
"LOC115497455","ENSTGUG00000021042"
"LOC115491363","ENSTGUG00000021043"
"PIK3IP1","ENSTGUG00000021045"
"LOC115492668","ENSTGUG00000021047"
"LOC115491376","ENSTGUG00000021048"
"LOC115493791","ENSTGUG00000021050"
"LOC115492639","ENSTGUG00000021052"
"LOC115494129","ENSTGUG00000021056"
"TBX21","ENSTGUG00000021058"
"SLC1A2","ENSTGUG00000021059"
"FAAP20","ENSTGUG00000021061"
"LOC115492197","ENSTGUG00000021062"
"PCGF6","ENSTGUG00000021064"
"LYZ","ENSTGUG00000021067"
"MIR2970","ENSTGUG00000021068"
"LOC115490963","ENSTGUG00000021069"
"TENT5A","ENSTGUG00000021070"
"MCAT","ENSTGUG00000021072"
"RIOX1","ENSTGUG00000021073"
"LOC115498087","ENSTGUG00000021074"
"KMT2D","ENSTGUG00000021075"
"C24H11orf52","ENSTGUG00000021076"
"EMB","ENSTGUG00000021079"
"LOC115490755","ENSTGUG00000021080"
"LOC105760162","ENSTGUG00000021082"
"LOC115490537","ENSTGUG00000021083"
"LOC115491711","ENSTGUG00000021085"
"CHST3","ENSTGUG00000021089"
"MZT1","ENSTGUG00000021090"
"SLC6A12","ENSTGUG00000021091"
"SLC31A2","ENSTGUG00000021093"
"LOC115494557","ENSTGUG00000021094"
"LOC115494874","ENSTGUG00000021098"
"LIN28A","ENSTGUG00000021101"
"LOC115491584","ENSTGUG00000021102"
"LOC115493050","ENSTGUG00000021104"
"PTPRCAP","ENSTGUG00000021108"
"PRC1","ENSTGUG00000021109"
"CREB1","ENSTGUG00000021110"
"LOC115492847","ENSTGUG00000021111"
"LOC115492730","ENSTGUG00000021112"
"LOC105758791","ENSTGUG00000021114"
"LOC115497473","ENSTGUG00000021115"
"LOC100228608","ENSTGUG00000021117"
"LOC115495148","ENSTGUG00000021121"
"LOC115492003","ENSTGUG00000021122"
"PFN1","ENSTGUG00000021125"
"MRNIP","ENSTGUG00000021129"
"ADGRB2","ENSTGUG00000021130"
"TRAF5","ENSTGUG00000021131"
"SMAD4","ENSTGUG00000021139"
"LOC115491854","ENSTGUG00000021141"
"LOC115494805","ENSTGUG00000021142"
"TSC22D2","ENSTGUG00000021144"
"LOC115490876","ENSTGUG00000021145"
"LOC115496039","ENSTGUG00000021148"
"LOC115491726","ENSTGUG00000021151"
"LOC115491049","ENSTGUG00000021152"
"LOC105760413","ENSTGUG00000021153"
"LOC100229883","ENSTGUG00000021154"
"LOC100217955","ENSTGUG00000021155"
"GRM4","ENSTGUG00000021157"
"SSU72","ENSTGUG00000021162"
"SPEF1","ENSTGUG00000021168"
"CIAO3","ENSTGUG00000021169"
"NIPAL1","ENSTGUG00000021171"
"LOC115495180","ENSTGUG00000021174"
"LOC115495878","ENSTGUG00000021176"
"LOC115498136","ENSTGUG00000021177"
"LOC115493185","ENSTGUG00000021178"
"CTXND1","ENSTGUG00000021179"
"SMIM13","ENSTGUG00000021180"
"LOC115491715","ENSTGUG00000021182"
"LOC115494590","ENSTGUG00000021185"
"LOC115496180","ENSTGUG00000021186"
"KLF8","ENSTGUG00000021187"
"LOC115491453","ENSTGUG00000021190"
"LOC115494277","ENSTGUG00000021191"
"MKI67","ENSTGUG00000021193"
"LOC115491498","ENSTGUG00000021194"
"SEC61G","ENSTGUG00000021195"
"LOC115493094","ENSTGUG00000021197"
"CD99","ENSTGUG00000021199"
"PGAM1","ENSTGUG00000021202"
"ITGA10","ENSTGUG00000021203"
"LPAR4","ENSTGUG00000021204"
"DEGS1","ENSTGUG00000021206"
"LOC115490612","ENSTGUG00000021207"
"HACD1","ENSTGUG00000021209"
"LOC100231369","ENSTGUG00000021210"
"NME1","ENSTGUG00000021211"
"PGRMC1","ENSTGUG00000021212"
"LOC115494699","ENSTGUG00000021214"
"HIVEP3","ENSTGUG00000021215"
"MED20","ENSTGUG00000021216"
"LOC115496767","ENSTGUG00000021217"
"CD2","ENSTGUG00000021219"
"CLCF1","ENSTGUG00000021220"
"LOC105758985","ENSTGUG00000021222"
"CNRIP1","ENSTGUG00000021224"
"MRPL9","ENSTGUG00000021225"
"DNAI2","ENSTGUG00000021226"
"LOC105759208","ENSTGUG00000021227"
"TXNL4B","ENSTGUG00000021229"
"LOC105759105","ENSTGUG00000021230"
"ERH","ENSTGUG00000021231"
"LOC115491337","ENSTGUG00000021232"
"LRRC70","ENSTGUG00000021235"
"NOP9","ENSTGUG00000021237"
"PCNP","ENSTGUG00000021239"
"NTRK1","ENSTGUG00000021241"
"NDUFS4","ENSTGUG00000021243"
"NUDT7","ENSTGUG00000021245"
"LOC115491714","ENSTGUG00000021246"
"ZCCHC10","ENSTGUG00000021247"
"LOC100225216","ENSTGUG00000021248"
"LOC115491326","ENSTGUG00000021250"
"LOC115491543","ENSTGUG00000021251"
"LOC115491368","ENSTGUG00000021253"
"LOC115491987","ENSTGUG00000021254"
"LYRM4","ENSTGUG00000021255"
"LOC115491748","ENSTGUG00000021256"
"NECAP1","ENSTGUG00000021257"
"LOC115490802","ENSTGUG00000021258"
"LOC115491454","ENSTGUG00000021259"
"LGI2","ENSTGUG00000021263"
"LOC115498495","ENSTGUG00000021268"
"LOC115496784","ENSTGUG00000021270"
"C2H1orf35","ENSTGUG00000021273"
"MDM2","ENSTGUG00000021274"
"ARGLU1","ENSTGUG00000021277"
"RELB","ENSTGUG00000021279"
"CABCOCO1","ENSTGUG00000021280"
"TPM2","ENSTGUG00000021282"
"LOC100229358","ENSTGUG00000021283"
"RPS29","ENSTGUG00000021284"
"KMT5C","ENSTGUG00000021288"
"LOC115493146","ENSTGUG00000021289"
"LOC115497107","ENSTGUG00000021291"
"PALM","ENSTGUG00000021295"
"LOC115495996","ENSTGUG00000021296"
"SREK1IP1","ENSTGUG00000021301"
"CENPX","ENSTGUG00000021305"
"LOC115491350","ENSTGUG00000021306"
"EFHD2","ENSTGUG00000021308"
"VTI1B","ENSTGUG00000021309"
"LOC115498312","ENSTGUG00000021315"
"SGPP1","ENSTGUG00000021316"
"LOC115493527","ENSTGUG00000021328"
"CLN8","ENSTGUG00000021331"
"ARCN1","ENSTGUG00000021337"
"PRDM8","ENSTGUG00000021340"
"LOC115492059","ENSTGUG00000021341"
"LOC115492146","ENSTGUG00000021342"
"LGI1","ENSTGUG00000021343"
"LOC115493245","ENSTGUG00000021345"
"LOC115497597","ENSTGUG00000021347"
"NFKBIB","ENSTGUG00000021348"
"KLHL15","ENSTGUG00000021352"
"LOC115496199","ENSTGUG00000021353"
"XKR7","ENSTGUG00000021354"
"B3GNT5","ENSTGUG00000021356"
"NXPH4","ENSTGUG00000021359"
"LOC115497273","ENSTGUG00000021360"
"PDCD1","ENSTGUG00000021367"
"LYPLA1","ENSTGUG00000021368"
"LOC115497516","ENSTGUG00000021373"
"LOC105758502","ENSTGUG00000021376"
"SELENOP","ENSTGUG00000021379"
"WNT7B","ENSTGUG00000021380"
"LOC115495479","ENSTGUG00000021385"
"LOC115493441","ENSTGUG00000021388"
"LOC115491459","ENSTGUG00000021392"
"LOC100225263","ENSTGUG00000021394"
"ETNK1","ENSTGUG00000021396"
"ZNF467","ENSTGUG00000021399"
"SMPD1","ENSTGUG00000021401"
"LOC100227242","ENSTGUG00000021402"
"LOC115492643","ENSTGUG00000021407"
"INPP4B","ENSTGUG00000021408"
"ALX3","ENSTGUG00000021411"
"LOC115495821","ENSTGUG00000021412"
"LOC115497933","ENSTGUG00000021413"
"LOC115496528","ENSTGUG00000021414"
"TSPAN13","ENSTGUG00000021415"
"RPS12","ENSTGUG00000021418"
"GFER","ENSTGUG00000021419"
"GPR21","ENSTGUG00000021427"
"NDUFB10","ENSTGUG00000021429"
"LOC115496529","ENSTGUG00000021434"
"DLK2","ENSTGUG00000021435"
"LOC115492050","ENSTGUG00000021437"
"EDARADD","ENSTGUG00000021438"
"SEBOX","ENSTGUG00000021439"
"LOC115493965","ENSTGUG00000021440"
"LOC100224743","ENSTGUG00000021441"
"COL9A2","ENSTGUG00000021444"
"GPR135","ENSTGUG00000021446"
"FAM155B","ENSTGUG00000021447"
"RP1L1","ENSTGUG00000021448"
"CLN6","ENSTGUG00000021449"
"LOC115493028","ENSTGUG00000021453"
"DHH","ENSTGUG00000021456"
"LOC115497523","ENSTGUG00000021457"
"PPP1R14D","ENSTGUG00000021458"
"CRIPT","ENSTGUG00000021464"
"NEU3","ENSTGUG00000021465"
"CYGB","ENSTGUG00000021466"
"LOC115498443","ENSTGUG00000021468"
"RGS16","ENSTGUG00000021469"
"LOC115493205","ENSTGUG00000021470"
"POLD4","ENSTGUG00000021475"
"FAM219A","ENSTGUG00000021477"
"LOC115497540","ENSTGUG00000021479"
"LOC100220402","ENSTGUG00000021481"
"CAV1","ENSTGUG00000021482"
"ZNF653","ENSTGUG00000021484"
"LOC100223666","ENSTGUG00000021485"
"LOC100219145","ENSTGUG00000021487"
"LOC115497709","ENSTGUG00000021488"
"LOC115490565","ENSTGUG00000021489"
"RAB3C","ENSTGUG00000021490"
"GSDMA","ENSTGUG00000021491"
"LSM6","ENSTGUG00000021492"
"KCNQ4","ENSTGUG00000021494"
"TNS4","ENSTGUG00000021496"
"HASPIN","ENSTGUG00000021497"
"LOC115495498","ENSTGUG00000021501"
"LOC115491360","ENSTGUG00000021502"
"CFAP161","ENSTGUG00000021503"
"POU3F2","ENSTGUG00000021504"
"LOC115496125","ENSTGUG00000021508"
"NUDT17","ENSTGUG00000021515"
"LOC115496527","ENSTGUG00000021516"
"EIF4EBP2","ENSTGUG00000021522"
"TGIF1","ENSTGUG00000021525"
"LOC115490710","ENSTGUG00000021526"
"WARS2","ENSTGUG00000021527"
"RBM44","ENSTGUG00000021528"
"ELAVL3","ENSTGUG00000021529"
"LOC115497531","ENSTGUG00000021530"
"ACSBG1","ENSTGUG00000021533"
"ACP5","ENSTGUG00000021534"
"PPP1CB","ENSTGUG00000021535"
"NGFR","ENSTGUG00000021536"
"LOC115490761","ENSTGUG00000021537"
"LOC115490816","ENSTGUG00000021538"
"LOC115491214","ENSTGUG00000021539"
"TMEM42","ENSTGUG00000021542"
"HSPA13","ENSTGUG00000021545"
"INPPL1","ENSTGUG00000021546"
"LOC115495169","ENSTGUG00000021547"
"PDXK","ENSTGUG00000021550"
"CDK5R1","ENSTGUG00000021551"
"LOC101233340","ENSTGUG00000021552"
"LOC115493419","ENSTGUG00000021554"
"FHIT","ENSTGUG00000021557"
"LOC101232842","ENSTGUG00000021559"
"CLDN11","ENSTGUG00000021560"
"UBALD2","ENSTGUG00000021561"
"SLC35G1","ENSTGUG00000021562"
"LOC115496510","ENSTGUG00000021563"
"TNPO3","ENSTGUG00000021573"
"LOC115492097","ENSTGUG00000021574"
"LOC100226496","ENSTGUG00000021575"
"CLRN2","ENSTGUG00000021577"
"MISP","ENSTGUG00000021579"
"MIR1559","ENSTGUG00000021580"
"LOC115491804","ENSTGUG00000021583"
"LOC115496668","ENSTGUG00000021584"
"GPR68","ENSTGUG00000021586"
"PIFO","ENSTGUG00000021587"
"SLC35E1","ENSTGUG00000021589"
"SAYSD1","ENSTGUG00000021592"
"IGSF5","ENSTGUG00000021600"
"LOC105758514","ENSTGUG00000021601"
"LOC100225866","ENSTGUG00000021604"
"ECM1","ENSTGUG00000021608"
"LOC115494792","ENSTGUG00000021609"
"GJA4","ENSTGUG00000021611"
"ESPN","ENSTGUG00000021613"
"CCNG1","ENSTGUG00000021615"
"LOC101233280","ENSTGUG00000021616"
"LOC115490746","ENSTGUG00000021617"
"LOC100225081","ENSTGUG00000021619"
"LOC100232659","ENSTGUG00000021621"
"SOWAHB","ENSTGUG00000021622"
"DNAJC12","ENSTGUG00000021623"
"SERTAD4","ENSTGUG00000021627"
"CTDSP1","ENSTGUG00000021628"
"LOC115491537","ENSTGUG00000021630"
"LOC100219858","ENSTGUG00000021631"
"C1H11orf87","ENSTGUG00000021632"
"LOC115490620","ENSTGUG00000021633"
"GAL3ST1","ENSTGUG00000021634"
"HYLS1","ENSTGUG00000021635"
"TMEM258","ENSTGUG00000021636"
"LOC100232617","ENSTGUG00000021638"
"HOXA1","ENSTGUG00000021639"
"LOC115491092","ENSTGUG00000021640"
"LOC115493722","ENSTGUG00000021642"
"LOC115490935","ENSTGUG00000021643"
"LOC115498198","ENSTGUG00000021644"
"LOC100219031","ENSTGUG00000021649"
"SEMA6B","ENSTGUG00000021650"
"LOC115496494","ENSTGUG00000021651"
"LOC115491760","ENSTGUG00000021653"
"CTC1","ENSTGUG00000021656"
"SNU13","ENSTGUG00000021658"
"LOC115497475","ENSTGUG00000021659"
"GJC1","ENSTGUG00000021660"
"LOC100221884","ENSTGUG00000021662"
"LOC100226474","ENSTGUG00000021668"
"NLGN1","ENSTGUG00000021670"
"CRIP2","ENSTGUG00000021671"
"CHRNA2","ENSTGUG00000021674"
"LOC115498199","ENSTGUG00000021675"
"RPL18","ENSTGUG00000021677"
"ZNRD2","ENSTGUG00000021678"
"LOC115495239","ENSTGUG00000021679"
"CCNQ","ENSTGUG00000021680"
"LOC115491806","ENSTGUG00000021681"
"ALDOC","ENSTGUG00000021682"
"LOC100226365","ENSTGUG00000021685"
"CPT1B","ENSTGUG00000021686"
"COMT","ENSTGUG00000021688"
"LOC100218590","ENSTGUG00000021690"
"IFI6","ENSTGUG00000021692"
"LOC115496587","ENSTGUG00000021694"
"ARID3A","ENSTGUG00000021699"
"RAB43","ENSTGUG00000021700"
"PRELID3B","ENSTGUG00000021702"
"C14H16orf72","ENSTGUG00000021703"
"LOC115497907","ENSTGUG00000021704"
"LOC115496304","ENSTGUG00000021708"
"LOC115492221","ENSTGUG00000021709"
"LOC105760025","ENSTGUG00000021711"
"LOC115496040","ENSTGUG00000021712"
"ARMH4","ENSTGUG00000021718"
"LOC115491523","ENSTGUG00000021719"
"LOC100222674","ENSTGUG00000021721"
"LOC100218405","ENSTGUG00000021722"
"LOC115494172","ENSTGUG00000021726"
"DDIAS","ENSTGUG00000021729"
"NEFH","ENSTGUG00000021730"
"LOC115494295","ENSTGUG00000021732"
"TEAD1","ENSTGUG00000021734"
"PERM1","ENSTGUG00000021735"
"LOC115494128","ENSTGUG00000021737"
"LOC115498581","ENSTGUG00000021738"
"LOC115497466","ENSTGUG00000021740"
"POLE3","ENSTGUG00000021741"
"LOC101233935","ENSTGUG00000021742"
"DYNLL2","ENSTGUG00000021743"
"LOC115497976","ENSTGUG00000021746"
"LOC115490774","ENSTGUG00000021751"
"LOC115491729","ENSTGUG00000021752"
"LOC115491464","ENSTGUG00000021753"
"LOC115498444","ENSTGUG00000021755"
"LOC100230049","ENSTGUG00000021756"
"C3AR1","ENSTGUG00000021757"
"OSBPL7","ENSTGUG00000021758"
"LOC115492255","ENSTGUG00000021766"
"TRA2B","ENSTGUG00000021771"
"LOC115490674","ENSTGUG00000021772"
"SLC9A3R1","ENSTGUG00000021773"
"LOC115496499","ENSTGUG00000021775"
"URM1","ENSTGUG00000021776"
"LOC115491438","ENSTGUG00000021777"
"LOC115498169","ENSTGUG00000021778"
"IFRD2","ENSTGUG00000021780"
"LOC115492294","ENSTGUG00000021781"
"SRFBP1","ENSTGUG00000021782"
"HDHD5","ENSTGUG00000021784"
"PMP22","ENSTGUG00000021788"
"LOC105758763","ENSTGUG00000021791"
"LOC100232285","ENSTGUG00000021792"
"LOC115497491","ENSTGUG00000021794"
"LOC115493147","ENSTGUG00000021795"
"GCGR","ENSTGUG00000021801"
"LOC115494046","ENSTGUG00000021803"
"PTCHD1","ENSTGUG00000021804"
"MAP4","ENSTGUG00000021805"
"LOC115495218","ENSTGUG00000021806"
"GPR88","ENSTGUG00000021809"
"METTL3","ENSTGUG00000021813"
"LOC115497395","ENSTGUG00000021815"
"LOC115496092","ENSTGUG00000021818"
"PGAP3","ENSTGUG00000021820"
"CAMK2N2","ENSTGUG00000021822"
"MBLAC2","ENSTGUG00000021825"
"PTPN22","ENSTGUG00000021826"
"CPNE7","ENSTGUG00000021827"
"LOC115493145","ENSTGUG00000021829"
"LOC115493222","ENSTGUG00000021831"
"LOC115492019","ENSTGUG00000021834"
"LOC115496501","ENSTGUG00000021835"
"C1AH22orf23","ENSTGUG00000021837"
"LOC115496691","ENSTGUG00000021838"
"LOC115492411","ENSTGUG00000021839"
"CLPS","ENSTGUG00000021840"
"LOC100232098","ENSTGUG00000021841"
"BRF2","ENSTGUG00000021842"
"IFI35","ENSTGUG00000021843"
"TMEM178B","ENSTGUG00000021845"
"DCUN1D3","ENSTGUG00000021850"
"NSUN4","ENSTGUG00000021857"
"ELFN2","ENSTGUG00000021860"
"ORAI2","ENSTGUG00000021863"
"LOC115494689","ENSTGUG00000021865"
"FAM174C","ENSTGUG00000021866"
"CSPG5","ENSTGUG00000021868"
"RBM28","ENSTGUG00000021871"
"PTP4A3","ENSTGUG00000021872"
"LOC115496606","ENSTGUG00000021873"
"LOC115495898","ENSTGUG00000021876"
"LOC100232025","ENSTGUG00000021879"
"LOC115491257","ENSTGUG00000021882"
"LOC100231979","ENSTGUG00000021883"
"LOC101233957","ENSTGUG00000021884"
"LOC100217723","ENSTGUG00000021886"
