OrthologID	Updated_symbol_20180424
3178	ALDH6A1
3182	LEKR1
3184	GLIPR1
3185	MUTYH
3186	TESK2
3187	MMACHC
3188	NAP1L1
3192	OSBPL8
3195	NASP
3197	CSRP2
3198	LTBP2
3199	PPP2CB
3200	TMEM69
3202	WRN
3203	TMEM63B
3204	DLST
3206	RPS6KL1
3207	MRPS18A
3208	SLC33A1
3209	PLCH1
3210	MAST2
3211	GTPBP2
3213	POLH
3214	TMED10
3215	PAWR
3216	FLVCR2
3217	ERG28
3218	RPS16
3219	PIK3R3
3220	GPR149
3221	ENSGALT00000016833
3222	XPO5
3224	POLR1C
3225	GPATCH2L
3227	YIPF3
3230	ESRRB
3234	P2RY12
3240	MMRN1
3242	SMARCAD1
3243	TMEM63C
3245	SEC24B
3247	POMT2
3249	RASGRP3
3250	ENSGALT00000016996
3253	GLRX3
3257	PDZK1IP1
3259	BNIP3
3260	STIL
3261	SPTLC2
3269	TCTN3
3272	OSTC
3274	CYP2U1
3275	ELAVL4
3277	RNF11
3278	BIRC6
3279	PAPSS1
3280	YIPF4
3281	DKK2
3282	AIMP1
3283	NPNT
3284	TXNDC12
3285	GSTCD
3286	STON2
3288	PPA2
3289	VIT
3291	KCNK10
3292	SULT6B1
3295	SNX25
3296	QPCT
3297	SLC30A6
3298	MEMO1
3306	TRAPPC11
3307	ING2
3308	KIF26B
3311	NRDE2
3314	C1orf123
3315	SHC3
3319	RPS6KA5
3320	GLCCI1
3324	PHF14
3325	AGA
3329	PLD5
3331	HMGB2
3332	TMEM59
3333	FBLN5
3334	SAP30
3336	OPN3
3340	TTC4
3343	SLC24A4
3348	GOLGA5
3350	PRKAA2
3352	CDCA7
3354	ERO1B
3356	ENSGALT00000017631
3357	C8B
3359	OMA1
3360	TWISTNB
3361	AREG
3363	MYSM1
3367	BMP2K
3376	SPARCL1
3377	NUDT9
3378	ENSGALT00000017786
3380	KLHL7
3383	GPNMB
3385	MALSU1
3386	CCDC59
3389	ENSGALT00000017866
3391	TRA2A
3398	ITGB3BP
3400	EFCAB7
3401	TARBP1
3405	ROR1
3407	RAVER2
3408	HNRNPA2B1
3409	DNAJC6
3412	SLC38A11
3414	COBLL1
3415	EXOC8
3417	SYNE3
3419	KCNH7
3420	RAB4A
3421	CCSAP
3422	ATG2B
3424	AK7
3425	HIBADH
3426	DPP4
3428	COG2
3429	WDR78
3430	SLC4A10
3435	COPS4
3438	TTC13
3440	GNPAT
3441	CHN2
3442	C12orf29
3443	PDCD2
3446	CEP290
3447	ERMARD
3449	KITLG
3450	HACL1
3451	IL23R
3456	WARS
3457	WLS
3458	OXNAD1
3460	DAZL
3462	ATP2B1
3463	PPP2R5C
3466	EFHB
3467	PLEKHG7
3468	EEA1
3471	NUDT4
3472	DACT2
3473	NKIRAS1
3476	MRPL42
3477	THRB
3478	LRRC40
3479	SRSF11
3481	PLXNC1
3482	ANKRD13C
3483	DNPEP
3485	NEK10
3488	AFDN
3489	CTH
3490	ANKZF1
3491	RETREG2
3496	FGD6
3497	ENSGALT00000018514
3498	ZRANB2
3500	CFAP65
3504	WDR20
3507	STK36
3508	RNF25
3509	BCS1L
3510	REST
3513	USP44
3514	CNOT9
3515	HOPX
3520	AMDHD1
3522	AZI2
3527	TGFBR2
3528	ERI1
3530	C12orf63
3531	RPS6KA2
3533	SMARCAL1
3535	CMTM8
3537	DYNC1LI1
3538	XRCC5
3539	TCAIM
3540	MAP3K2
3541	TMPO
3542	NUP54
3543	IKBIP
3545	PPEF2
3548	CYP27C1
3549	ZFYVE21
3551	SH3BP5
3552	UTP3
3557	GRSF1
3562	ATP2C1
3563	KIF26A
3570	IGF2R
3571	ADAMTS3
3572	PNLDC1
3573	MRPL18
3575	TCP1
3578	PLD4
3581	TSN
3583	ALB
3585	SOD2
3586	NUP205
3587	FNDC1
3588	HSPBAP1
3589	DNAJC13
3592	DEPDC7
3594	CSTF3
3595	TCP11L1
3598	NPHP3
3600	UBA5
3602	CCDC14
3603	AKAP5
3604	STRA8
3605	WDR91
3606	TOPBP1
3612	UBA6
3613	UMPS
3618	APOLD1
3622	GSG1
3631	SGPP1
3633	GPHB5
3634	IL21
3635	SACM1L
3637	ADAD1
3638	SERHL2
3640	TRPC3
3641	CLEC3B
3642	EXOSC7
3645	QRFPR
3646	SLC38A6
3651	KIF15
3652	TRMT5
3653	CTNNB1
3656	SEPT3
3657	CENPM
3658	MEI1
3659	XRCC6
3660	TMEM186
3662	ENSGALT00000019484
3663	ACO2
3664	PHF5A
3667	CCR4
3668	TNIP3
3669	NDNF
3671	MAD2L1
3674	SUSD5
3675	L3MBTL2
3677	UBP1
3680	XPNPEP3
3682	ST13
3684	JKAMP
3688	SGSM3
3689	ARID4A
3690	PSMA3
3694	SLC12A8
3695	LARP7
3696	TRANK1
3697	ENSGALT00000019696
3698	MLH1
3699	EPDR1
3700	ENSGALT00000019719
3701	PARP15
3703	ALPK1
3705	TIFA
3706	PARP9
3707	NME8
3708	GPR141
3709	C14orf37
3710	CCDC198
3712	AP5M1
3713	CCDC73
3714	KIAA0895
3716	RCN1
3717	CACNA1I
3720	CCDC93
3721	KTN1
3722	SEPT7
3723	TBPL2
3724	ATG14
3726	METTL15
3727	EGF
3729	ACTR3
3730	DLGAP5
3731	MAPK1IP1L
3732	LYPD1
3734	RRH
3735	PLA2G12A
3737	LGR4
3738	CCDC34
3740	GCH1
3741	DNAL4
3742	AVL9
3743	BMPR1B
3746	RAP1GDS1
3747	ZRANB3
3749	ENSGALT00000019963
3752	LRR1
3753	POLE2
3755	KLHDC1
3757	ENSGALT00000020006
3762	NEMF
3764	TMEM184B
3765	PLA2G6
3766	L2HGDH
3767	BANK1
3768	C22orf23
3769	SLC39A8
3770	ANKRD54
3771	RAB32
3772	GALR3
3773	GCAT
3775	CISD2
3776	SLC9B2
3781	MRPL32
3782	SAV1
3789	DARS
3790	LANCL2
3793	GINM1
3794	FRMD6
3795	RTRAF
3797	NUP43
3801	TXNDC16
3803	PSMC6
3804	STYX
3806	KYNU
3810	IGFBP1
3812	IGFBP3
3816	SSTR3
3817	C1QTNF6
3818	PRPF39
3820	MMADHC
3823	TNFAIP6
3824	NFX1
3827	KCTD17
3832	STAM2
3833	BRD9
3841	RBFOX2
3842	MCM5
3845	HMGXB4
3846	TRIOBP
3848	IDNK
3849	MARCH7
3850	UBQLN1
3852	KIF27
3853	SLC28A3
3857	CTSL
3861	RECK
3862	CDC14B
3863	HABP4
3864	MTERF2
3867	KCNG2
3868	POLR3B
3869	ATP9B
3870	SALL3
3871	CKAP4
3872	KIAA0319
3873	NUAK1
3874	GPLD1
3875	MRS2
3877	WASHC4
3879	E2F3
3880	DEK
3882	RANBP9
3884	NUP153
3885	TDG
3886	PAK1IP1
3887	GFOD1
3888	NT5DC3
3889	HIVEP1
3891	NEDD9
3894	GNPTAB
3895	CHPT1
3898	SLC35B3
3900	EEF1E1-BLOC1S5
3901	BLOC1S5-TXNDC5
3902	TXNDC5
3907	SSR1
3908	RPP40
3909	SVOPL
3912	RIPK1
3913	NQO2
3914	DUSP22
3919	KDM7A
3920	RAB19
3921	MKRN1
3922	WRNIP1
3923	SERPINB2
3926	WEE2
3927	SSBP1
3931	ZCCHC2
3932	MTPN
3934	PKP2
3938	DNM1L
3939	ETFBKMT
3946	RETREG1
3947	RMND1
3948	DDX11
3949	CCDC170
3950	IQSEC3
3951	CDYL2
3953	SLC6A12
3954	CCDC77
3955	B4GALNT3
3956	NINJ2
3957	RAD52
3959	SNRNP48
3961	ENSGALT00000021252
3962	CACNA1C
3964	ADA2
3966	BCL2L13
3967	BID
3969	FAM173B
3971	MTRR
3973	NSUN2
3976	CALD1
3977	RERG
3979	IKZF1
3981	STRAP
3983	DERA
3984	SLC15A5
3985	SEC61G
3988	INO80C
3994	RECQL
3995	BCAT1
3997	SLC6A18
3999	TERT
4001	CLPTM1L
4004	ETNK1
4005	CTNNAL1
4013	PDK1
4021	LDHB
4031	SLC5A12
4039	MTCL1
4042	CLUAP1
4044	AHRR
4045	AK8
4050	PBX4
4052	TULP3
4055	GAN
4059	PARD3B
4061	PLEKHO1
4066	ATMIN
4075	CASC3
4084	MTHFD2
4085	SEC61B
4087	ALG2
4093	PCM1
4094	VIP
4098	GMNN
4099	SCAF8
4100	TDP2
4102	VPS37A
4103	TFB1M
4104	ZDHHC2
4110	EDRF1
4111	CNDP2
4112	CNDP1
4114	FAM69C
4115	C18orf63
4116	MRPL45
4117	TIMM21
4118	SNX9
4119	SYNJ2
4120	PPAT
4121	SYTL3
4123	RSPH3
4125	ENSGALT00000022347
4126	TMX3
4129	DENND6B
4130	PEX3
4138	VTA1
4140	GEMIN6
4143	HECA
4145	GALM
4146	CCDC28A
4147	MED6
4151	AFG3L2
4154	PTPN2
4156	SLC35D3
4164	RNMT
4165	MC2R
4169	KDR
4170	KIT
4171	DCLRE1C
4173	BCLAF1
4175	PDE7B
4177	RASL11B
4178	AHI1
4179	TACR1
4181	IGF2BP2
4182	HBS1L
4187	L3MBTL3
4188	LRMP
4192	DNAJB14
4193	CASC1
4196	VAPA
4197	GRK6
4198	TMEM126A
4202	TM7SF3
4204	MED21
4205	ARNTL2
4208	CYB5R3
4211	CNGA1
4212	BIK
4213	MCAT
4214	TTLL12
4216	OTUD3
4220	CAPRIN1
4222	ADHFE1
4224	SULT4A1
4225	NME5
4227	GABRG1
4228	TMEM52B
4231	GUF1
4234	CDPF1
4235	PIDD1
4239	SLC30A9
4241	LIMCH1
4242	UCHL1
4243	NSUN7
4244	SCRN3
4256	RBM34
4259	RELL1
4260	TEAD4
4268	LGALS8
4269	ZCCHC4
4270	PHYKPL
4271	PI4K2B
4272	SEPSECS
4274	LGI2
4275	SOD3
4280	FAM162A
4281	SLIT2
4282	NCAPG
4287	DHX32
4288	NCAPD2
4295	COPS7A
4296	MLF2
4299	P3H3
4302	PROM1
4305	CTNND2
4307	FBXL5
4310	CPEB2
4312	TPI1
4313	LRRC23
4314	ENO2
4315	HECTD4
4319	BUD23
4324	EMG1
4326	LPCAT3
4340	DAP3
4342	MSTO1
4345	GON4L
4346	RIT1
4347	CETN3
4348	POLR3G
4349	KHDC4
4354	SLF1
4356	TTC37
4357	CLSTN3
4363	PHAX
4364	CLCN1
4366	DHX29
4371	PLK2
4373	RNF180
4375	TRPV5
4381	TRAPPC13
4385	TGIF1
4386	NAA50
4387	MTX3
4391	TRIM45
4392	JMY
4393	VTCN1
4398	C6
4401	C5orf51
4402	FBXO4
4404	SMPDL3A
4406	MRPS30
4409	MCM9
4413	NUS1
4414	METTL16
4416	MOCS2
4417	HSPB3
4419	RFX6
4421	USP14
4425	ABHD3
4426	GFM2
4429	ANKRD31
4431	TRAPPC3L
4432	POC5
4436	FSTL1
4439	RBBP8
4443	OTOP1
4444	TMEM128
4446	MAB21L3
4448	RMC1
4449	STX18
4450	TMEM174
4452	EVC2
4453	NPC1
4454	CD274
4455	MFSD4B
4456	RIC1
4458	CHD1L
4464	TTC39C
4468	ARHGAP31
4474	SS18
4475	QTRT2
4476	CDH2
4478	ILDR1
4479	DSG2
4480	ALDH1A1
4487	GAREM1
4496	CCDC181
4497	BLZF1
4499	NME7
4500	ENSGALT00000024584
4502	TBX19
4504	DCBLD2
4506	PPIP5K2
4507	OPRK1
4509	TBC1D23
4510	TCEA1
4512	ENSGALT00000024665
4513	CEP57L1
4515	TOMM70
4521	OSTM1
4523	SEC63
4527	CLTA
4529	RPL24
4530	CEP97
4532	ALCAM
4534	BBX
4537	TMEM175
4539	THAP1
4543	FNTA
4549	IMPAD1
4551	NIPSNAP3A
4553	MPZL1
4554	CD247
4556	ZNF462
4557	CA8
4559	PTGFRN
4561	ASPH
4562	POGLUT1
4563	ACP6
4564	COQ3
4565	FBXL4
4566	HTR1F
4567	VGLL3
4572	PDE7A
4573	WFS1
4576	KIAA0232
4577	PLPPR1
4580	CCDC125
4581	HTRA3
4586	TRMT44
4587	MAP3K7
4590	ZCCHC9
4591	GJA10
4594	CASP8AP2
4597	LACTB2
4599	MSANTD1
4600	SBSPON
4604	ELOC
4605	LY96
4606	MFSD10
4610	SAMSN1
4611	UGCG
4613	NAT8L
4614	NSD2
4615	LETM1
4616	SLBP
4617	C21orf91
4619	CHODL
4622	TMPRSS15
4625	HEY1
4626	MRPS28
4627	MRPL39
4629	TPD52
4630	LYRM2
4631	RRAGD
4632	PTCD3
4635	AKIRIN2
4636	ADAMTS1
4637	ENSGALT00000025467
4639	ORC3
4641	SLC35A1
4643	SMIM8
4644	LRRCC1
4645	E2F5
4648	NT5E
4650	CEP162
4651	MRAP2
4654	RIPPLY2
4655	SNAP91
4657	SCAF4
4658	FAM46A
4660	ELOVL4
4661	HUNK
4662	CPNE3
4663	URB1
4666	HTR1B
4668	SENP6
4669	OSGIN2
4670	NBN
4671	DECR1
4672	SLC17A5
4673	OTUD6B
4674	CGAS
4675	PAXBP1
4676	C21orf62
4681	EIF2AK3
4682	SMAP1
4683	RPIA
4686	DPY19L4
4687	DONSON
4688	UQCRB
4689	MTERF3
4690	ATP5PO
4691	KCNE2
4693	KCNE1
4694	RCAN1
4697	ENSGALT00000025808
4699	SETD4
4701	CBR1
4706	ETS2
4707	KLF10
4710	SLC25A32
4711	DCAF13
4713	DCSTAMP
4719	RAB11FIP5
4720	EIF3E
4731	EIF3H
4733	SH3BGR
4737	IGSF5
4743	PRDM15
4744	C2CD2
4745	TFF2
4749	RSPH1
4752	PDE9A
4763	DDX3X
4764	MED14
4766	LRRC6
4768	RPGR
4769	AC100868.1
4771	CFAP47
4772	TMEM47
4775	ZNF451
4778	HMGCLL1
4780	POLA1
4781	GCM1
4782	FBXO9
4783	MTSS1
4784	NDUFB9
4785	TATDN1
4789	FAM91A1
4790	ERICH1
4791	PRDX4
4792	TMEM18
4794	FBXO32
4797	ENSGALT00000026420
4798	FAM83A
4799	TBC1D31
4802	TRAPPC12
4805	CMPK2
4807	BCLAF3
4808	ASAP2
4809	IAH1
4811	TAF1B
4814	RRM2
4818	GEN1
4819	OSR1
4823	ITSN2
4825	FNDC4
4827	ADGRG2
4834	PPEF1
4835	HADHA
4838	NHS
4839	RBBP7
4840	TXLNG
4842	CLTRN
4843	ACE2
4844	HADHB
4851	GEMIN8
4852	OFD1
4857	CCDC25
4860	PRPS2
4863	STMN4
4865	DNAJC27
4872	FBXO16
4877	MTMR9
4879	GYG2
4880	BLK
4881	NEIL2
4885	TRAM2
4886	PAQR8
4887	MCM3
4888	IL17A
4889	PKHD1
4892	AKAP17A
4893	ASMTL
4895	MUT
4897	PPP2R3B
4900	PLCXD1
4902	EVA1A
4903	MRPL19
4904	GCFC2
4905	SLC9A7
4906	CYFIP1
4907	GABRA5
4910	TMEM131
4912	LIPT1
4914	LONRF2
4916	CNOT11
4917	RNF149
4919	MAP4K4
4920	IL18R1
4921	IL18RAP
4923	MFSD9
4925	C1H2ORF49
4926	C2orf40
4927	GCC2
4930	UPF3A
4931	RASA3
4932	TFDP1
4933	TMCO3
4934	CUL4A
4939	NAXD
4940	CARS2
4941	ANKRD10
4942	LIG4
4944	ERCC5
4945	BIVM
4946	KDELC1
4948	ENSGALT00000027256
4949	TM9SF2
4951	GPR183
4952	SLC15A1
4963	NDFIP2
4965	CLN5
4966	ACOD1
4968	MZT1
4971	OLFM4
4972	WBP4
4975	EPSTI1
4978	CCDC122
4979	GPALPP1
4981	SLC25A30
4982	COG3
4984	ZC3H13
4987	RUBCNL
4989	SUCLA2
4992	CDADC1
4993	CAB39L
4994	SETDB2
4997	RNASEH2B
4998	FAM124A
4999	ATP7B
5001	NEK3
5002	ENSGALT00000027515
5003	NHLRC3
5004	STOML3
5006	POSTN
5007	EXOSC8
5008	ALG5
5009	SPART
5013	N4BP2L1
5014	ZAR1L
5015	B3GLCT
5016	ALOX5AP
5017	USPL1
5018	UBL3
5020	FLT1
5022	POLR1D
5023	GTF3A
5027	AMER2
5028	SACS
5029	SAP18
5030	XPO4
5031	PSPC1
5032	MPHOSPH8
5036	ARHGAP20
5037	ZC3H12C
5040	ACAT1
5041	RAB39A
5042	SLC35F2
5044	ELMOD1
5048	AASDHPPT
5050	DCUN1D5
5051	MMP27
5052	MMP7
5053	C11orf70
5054	KIAA1377
5056	CEP57
5060	GPR83
5063	CCDC67
5064	NAALAD2
5070	FZD4
5071	PRSS23
5073	PCF11
5075	ARHGEF5
5078	FGF23
5084	CHRDL2
5103	C16orf87
5104	ARPP19
5107	ERH
5109	SPDYA
5110	TXNL4A
5111	ENSGALT00000028086
5114	LAP3
5124	VPS25
5131	COTL1
5134	CCDC149
5136	KCNS2
5142	ARNT
5147	SUV39H2
5149	TFCP2L1
5159	C18orf32
5167	SMAD7
5177	RFC1
5180	VDAC3
5183	UBE3B
5184	SLC48A1
5188	POP1
5192	UTP15
5194	TIAL1
5198	KNOP1
5218	CD9
5219	ALG8
5220	ENSGALT00000030046
5230	ITM2B
5235	FANCB
5239	ENSGALT00000030336
5240	PSMG1
5243	ENSGALT00000030391
5246	ARL6
5257	ENSGALT00000030545
5259	ENSGALT00000030571
5264	SLC16A8
5268	ARHGDIB
5279	TMEM71
5281	SDC2
5284	TMEM70
5286	SGK3
5290	COLEC12
5291	SMCHD1
5293	MC5R
5298	UPP1
5299	TNFRSF11A
5303	TPMT
5309	ABHD5
5311	SGOL1
5315	TMEM196
5318	OTUD1
5320	LMBR1
5326	GLDN
5329	FBXO47
5331	ENSGALT00000031351
5339	TNNT2
5353	EFHC1
5364	PQLC3
5365	ADAM17
5366	CLN8
5367	ENSGALT00000031636
5369	HCRTR2
5373	MANEA
5375	WISP3
5383	ENSGALT00000031803
5386	ARV1
5387	ENSGALT00000031853
5392	PPP1CB
5396	CNIH4
5399	FBXO48
5400	KLC4
5407	TUSC3
5410	ADH5
5411	GAR1
5419	CEP44
5420	ENSGALT00000032205
5425	RNF128
5432	NSDHL
5449	GMFB
5453	C14orf39
5460	TMED8
5462	ISCA2
5464	RASGRP1
5469	MYBPC3
5472	C11orf24
5474	ENSGALT00000032705
5481	AK6
5483	CNTLN
5489	AC008560.1
5490	DIMT1
5492	RBM43
5494	NXPH2
5498	COMMD2
5499	JAK1
5504	EAF2
5507	ENSGALT00000033009
5510	FAM204A
5512	RPL22L1
5513	ENSGALT00000033080
5518	PLA2R1
5521	MCCC1
5527	ENSGALT00000033177
5528	NDUFAF5
5530	PHOSPHO2
5531	HPS6
5532	FAM183A
5536	SNX5
5539	PLEKHA3
5541	SLC8A1
5543	ZNHIT6
5545	PPP4R2
5546	LMO4
5547	GDI2
5548	TGFBR3
5549	SYNPR
5553	RPP14
5554	FAM126B
5559	ENSGALT00000033499
5561	C2orf47
5562	AURKA
5565	C20orf85
5566	NABP1
5576	ZNF469
5596	SFI1
5597	MEIOB
5602	SSTR5
5606	SYNM
5610	RPE
5613	RNF7
5617	ENSGALT00000034006
5631	TXNDC15
5634	STARD5
5638	UBE2D1
5640	PPP1R3D
5641	UAP1L1
5643	C15orf40
5646	RASGEF1A
5650	MPZL3
5654	LTC4S
5656	BRI3
5658	UNG
5664	PLA2G10
5667	PKIG
5670	RRN3
5675	ALDH1A2
5681	RPN2
5683	CCNB2
5686	B3GAT1
5689	MCEE
5697	MYBL2
5699	ATP2A2
5702	APTX
5703	MSANTD2
5705	TOX2
5707	ZNF341
5711	IL17B
5713	ENSGALT00000034695
5717	SNX1
5718	NPM1
5722	SURF2
5725	SNUPN
5727	GABRG2
5731	OLFM1
5741	NDEL1
5743	NPPA
5744	SLC13A2
5745	HMGCL
5746	ELOA
5749	HEYL
5750	ENSGALT00000034987
5754	NF2
5767	IFT22
5770	FAM19A4
5773	NADK
5779	DSTYK
5790	LYPD2
5798	VSTM2B
5802	ENSGALT00000035395
5822	C19orf44
5829	ENSGALT00000035445
5832	IL26
5925	EIF4E3
5939	DNASE1L3
5941	ENSGALT00000036266
5943	ACAD9
5945	ENSGALT00000036279
5955	PPME1
5956	RPS3
5964	ENSGALT00000036398
5966	MRE11
5973	SKA3
5978	ENSGALT00000036459
5985	TPT1P12
5986	TSC22D1
5987	TDRD3
5988	EDNRB
5997	TMEM65
5999	SLC25A6
6003	NIPAL2
6004	RPL30
6005	RUNX1T1
6006	SMS
6007	SAT1
6008	CNGB3
6009	LANCL3
6011	MAOA
6014	XKR9
6015	ENSGALT00000036685
6016	ENSGALT00000036686
6017	ENSGALT00000036690
6018	ENSGALT00000036691
6020	SUPT3H
6025	PCP4
6029	UBXN2B
6035	SOD1
6038	RAB10
6041	ENSGALT00000036810
6048	ESCO1
6054	ENSGALT00000036891
6058	IMPG2
6062	ATP1B1
6065	CCDC191
6067	INVS
6069	ENSGALT00000036961
6070	GFRAL
6073	SIDT1
6074	LGSN
6075	ENSGALT00000037024
6078	EPB41L4B
6083	ENSGALT00000037096
6088	ADRA1D
6089	NOP2
6090	BCKDHB
6098	KDSR
6101	OVAL
6103	ERO1A
6109	SYCP2L
6110	DRD5
6115	C10orf12
6117	TA3
6118	ARFGAP3
6119	ENSGALT00000037351
6120	ROS1
6122	STK38L
6128	SNAPC1
6130	RNF217
6131	ENSGALT00000037396
6136	ENSGALT00000037423
6140	ZBTB42
6142	VPS41
6144	PHOX2B
6151	ENSGALT00000037492
6153	IL17RA
6155	ADGRG6
6156	ADIPOR2
6157	CCDC112
6158	DYNC1H1
6159	ENSGALT00000037514
6160	SFRP4
6162	PDCD6IP
6172	PAPOLA
6173	XPA
6181	MYRIP
6182	ENSGALT00000037579
6184	ITPK1
6185	PCMT1
6189	SMC2
6191	MYBPC1
6200	SSBP2
6201	GTF2A1
6208	PITX2
6209	FAM241A
6211	THBS2
6214	EOMES
6217	CRY1
6222	USP53
6230	CACNB4
6231	HMOX1
6232	NPC2
6235	NRG1
6236	KIAA1383
6237	CHRNA6
6238	KIF5C
6242	EIF3L
6244	CYCS
6246	SNX6
6249	HECTD1
6253	CBX7
6254	PDGFB
6255	ENSGALT00000037888
6256	RPS19BP1
6259	ADSL
6260	NAAA
6269	FEZ2
6270	HACD2
6272	UMAD1
6275	MRPS18C
6278	HNRNPDL
6284	GYPC
6288	ENSGALT00000038124
6300	IGFBP5
6307	ENSGALT00000038191
6310	COA7
6317	VSIG10
6318	RPS6
6320	SLC4A1AP
6321	ENSGALT00000038271
6325	ENSGALT00000038288
6329	SPATA6
6330	ENSGALT00000038310
6333	RHOQ
6339	CAMKMT
6343	CRY2
6346	SKIDA1
6348	DUSP6
6349	ENSGALT00000038360
6351	LARGE2
6357	METTL25
6367	YME1L1
6368	ENSGALT00000038445
6369	TTC21B
6372	EIF2B3
6376	BBS10
6378	TMEM252
6384	TPH2
6386	SSTR2
6389	NSA2
6396	GSC2
6401	ENSGALT00000038563
6403	IARS2
6406	LDLRAD3
6408	ENSGALT00000038597
6411	LRRC19
6418	ZBTB34
6424	MON2
6425	HOXD10
6429	FGF3
6433	ORAOV1
6435	DNASE2B
6437	ENSGALT00000038727
6441	GATM
6446	PJVK
6448	SSX2IP
6449	TRPM7
6455	ANKFN1
6457	FTH1
6462	ODF2L
6463	GRIA2
6475	C5
6476	TXNDC17
6480	GPS1
6481	BMT2
6487	PFN2
6490	C1orf146
6491	ENSGALT00000038934
6492	ENSGALT00000038935
6493	ENSGALT00000038936
6494	CAV1
6495	FAM210B
6499	EIF4A3
6501	ENSGALT00000038989
6502	PPP4R1L
6505	COX4I1
6509	GARS
6512	ENSGALT00000039039
6513	USP10
6517	ZNF831
6521	AP2A2
6522	DDX52
6525	MXI1
6527	RWDD3
6528	CDH13
6529	DDOST
6530	CD40
6531	ENSGALT00000039109
6536	AATF
6539	ENSGALT00000039131
6540	ENSGALT00000039132
6541	PCIF1
6546	PRLR
6551	IBA57
6552	MOV10L1
6555	CGNL1
6559	TARS
6560	SETD1B
6562	BRIP1
6569	ENSGALT00000039261
6592	POLL
6600	GPATCH1
6605	LDB1
6609	STMN3
6614	PGAM1
6618	NAMPT
6625	KIAA1328
6626	SRL
6627	FUBP3
6628	ZSWIM7
6629	DNAJA2
6632	ACTL6A
6634	ITFG1
6635	DNAJC16
6637	ENSGALT00000039593
6642	ENSGALT00000039606
6647	HEATR3
6649	UBXN10
6650	ATP11B
6659	PQLC2
6660	COL6A1
6665	ENSGALT00000039686
6666	PHTF2
6672	ENSGALT00000039721
6673	IDE
6677	HHEX
6679	ENSGALT00000039751
6680	ADRM1
6688	BECN1
6689	ENSGALT00000039794
6690	RBP4
6696	TRPM8
6697	GRXCR2
6704	TREM2
6712	TNKS2
6714	GOLGA2
6720	RAC1
6723	DAGLB
6724	ENSGALT00000039896
6725	PREX1
6728	MICALCL
6730	ACTA2
6731	PYGB
6732	GDE1
6739	OCSTAMP
6740	HIRA
6743	GLG1
6745	ENSGALT00000039994
6747	CLSTN1
6753	SPON1
6762	CD276
6763	NPTN
6766	ACADL
6767	EIF3M
6770	ENSGALT00000040089
6771	BLOC1S2
6773	CAMLG
6774	PRKCQ
6777	RPL19
6786	ITGAV
6791	IL2RG
6794	PDCD1
6795	RNF223
6802	ENSGALT00000040242
6808	ENSGALT00000040271
6810	ENSGALT00000040274
6811	NAV2
6812	PPIB
6813	AURKAIP1
6818	BRCC3
6830	RBPMS2
6835	ARHGAP17
6836	PSMD13
6837	CENPI
6838	YOD1
6839	C1orf116
6841	SLC35B1
6848	TRAF7
6849	DNAJC17
6850	RALY
6851	EIF2S2
6852	RMDN3
6854	VCL
6857	ADGRG1
6859	RPUSD2
6861	UBE2G1
6869	ZIC4
6874	FAM83C
6877	ENSGALT00000040506
6878	BUB1B
6884	EPS8L2
6903	KCNA3
6913	IDO2
6928	MKS1
6929	MYBPH
6934	ENSGALT00000040716
6939	ENSGALT00000040726
6948	ENSGALT00000040757
6951	SUPV3L1
6956	FAM124B
6964	KDM5B
6966	MOGAT1
6969	THOC3
6970	KIAA0319L
6973	MYO9B
6974	ARL8A
6991	PGPEP1
6995	MEAF6
6999	ENSGALT00000041015
7005	ENSGALT00000041041
7006	PDGFA
7011	ENSGALT00000041070
7020	PCNA
7023	EIF2AK1
7028	RET
7031	BSG
7032	ENSGALT00000041134
7046	ATP8B3
7052	AP3D1
7053	KY
7058	C19orf35
7059	SNRNP40
7062	OAZ1
7074	KRT80
7079	NRG2
7095	AUP1
7111	BET1
7113	PANX2
7115	CIDEA
7116	ENSGALT00000000029
7117	NFU1
7121	LAMTOR3
7122	DAPP1
7124	ARMC1
7126	IL4I1
7127	TIMM17A
7132	TRIM7
7136	ZMAT3
7140	DRAM2
7141	ARHGAP25
7143	SUPT6H
7147	CDS2
7150	KLF3
7152	SVCT2
7158	BNIP3L
7160	PPP2R2A
7162	GH
7164	HEATR1
7165	PSMF1
7166	CDCA2
7168	KCTD9
7169	EFNA5
7171	DPAGT1
7172	ARID4B
7173	VPS11
7174	MTFR1
7178	TNNI1
7184	LMO2
7186	GLP2R
7189	RPS6KA1
7192	CRHR1
7193	ITGB3
7194	SLC6A17
7197	HINT1
7201	ERMP1
7203	KCNA10
7204	KCNA2
7205	MEIG1
7206	KPNB1
7210	RPL36
7211	LRRTM4
7214	SMEK2
7217	ETV7
7218	DCAF7
7219	KCTD20
7221	STK38L
7223	SLC45A1
7224	SRSF3
7226	ERRFI1
7227	PARK7
7228	RNF113A
7230	FBXO38
7231	UTS2
7232	SLC1A6
7233	LAPTM5
7234	CCDC47
7236	PER3
7237	RANBP3
7240	MYL4
7241	ENSGALT00000000829
7242	CDC27
7245	RAB11B
7246	ZCCHC17
7247	ANGPTL4
7248	DNAJC11
7249	PHF13
7251	ANKS3
7253	ACOT7
7254	TERF2
7257	EDN2
7258	NFAT5
7261	PAK1
7262	MAP3K14
7263	GDPD4
7264	ELK4
7268	ELAVL1
7271	SLC26A9
7272	PCDHAC2
7274	TSKU
7276	ZMAT2
7278	EYA3
